PatternID,PatternSet,PatternNature,PatternName,PatternDescription,RegexPattern,Priority,Category,Fix,Remediation,RemediationDescription,RemediationEffort,Mandays,JDK8Compatible,JDK21Compatible,CompatibilityStatus,PlanFirstChange,ScriptableBySearchReplace,CompatibilityRuleHint,MatchedJars_FromLib,PackageRoots_FromLib,RegexPattern_JarBackup
242,Set 3 - Third Party,THRID-PARTY,httpclient.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])httpclient([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,HTTP Client Migration,Dual-runtime: migrate from HttpClient 3.x APIs to HttpClient 4.5.x/5.x (Java 8+); refactor code; test on both runtimes.,Refactor,Replace API usages; verify timeouts/pooling/TLS.,Medium,1.5,Yes,Yes,Requires Migration,No,No,Dual-HttpClient-Refactor,,,\bhttpclient(?:-[\w\.-]+)?\.jar\b
243,Set 3 - Third Party,THRID-PARTY,httpcore.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])httpcore([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\bhttpcore(?:-[\w\.-]+)?\.jar\b
244,Set 3 - Third Party,THRID-PARTY,ibmjcefips.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])ibmjcefips([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Crypto Providers,Dual-runtime: upgrade crypto providers to Java-8-baseline releases and validate provider configuration on JDK 8 and JDK 21.,Upgrade,Upgrade provider jars; validate provider order/FIPS/TLS.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Crypto,,,\bibmjcefips(?:-[\w\.-]+)?\.jar\b
245,Set 3 - Third Party,THRID-PARTY,ibmjceprovider.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])ibmjceprovider([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Crypto Providers,Dual-runtime: upgrade crypto providers to Java-8-baseline releases and validate provider configuration on JDK 8 and JDK 21.,Upgrade,Upgrade provider jars; validate provider order/FIPS/TLS.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Crypto,,,\bibmjceprovider(?:-[\w\.-]+)?\.jar\b
246,Set 3 - Third Party,THRID-PARTY,ibmjsseprovider2.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])ibmjsseprovider2([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Crypto Providers,Dual-runtime: upgrade crypto providers to Java-8-baseline releases and validate provider configuration on JDK 8 and JDK 21.,Upgrade,Upgrade provider jars; validate provider order/FIPS/TLS.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Crypto,,,\bibmjsseprovider2(?:-[\w\.-]+)?\.jar\b
247,Set 3 - Third Party,THRID-PARTY,itext-1.3.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])itext([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\bitext[-_](?:[\w\.-]+)?\.jar\b
248,Set 3 - Third Party,THRID-PARTY,jackson-annotations-2.8.8.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])jackson\-annotations([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,JSON Binding,Dual-runtime: upgrade Jackson to 2.15+ (Java 8 compatible) and keep modules aligned; validate on JDK 21.,Upgrade,Upgrade jackson-* modules together; run regression tests.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Jackson,,,\bjackson\-annotations(?:-[\w\.-]+)?\.jar\b
249,Set 3 - Third Party,THRID-PARTY,jackson-core-2.8.8.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])jackson\-core([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,JSON Binding,Dual-runtime: upgrade Jackson to 2.15+ (Java 8 compatible) and keep modules aligned; validate on JDK 21.,Upgrade,Upgrade jackson-* modules together; run regression tests.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Jackson,,,\bjackson\-core(?:-[\w\.-]+)?\.jar\b
250,Set 3 - Third Party,THRID-PARTY,jackson-databind-2.8.8.1.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])jackson\-databind([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,JSON Binding,Dual-runtime: upgrade Jackson to 2.15+ (Java 8 compatible) and keep modules aligned; validate on JDK 21.,Upgrade,Upgrade jackson-* modules together; run regression tests.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Jackson,,,\bjackson\-databind(?:-[\w\.-]+)?\.jar\b
251,Set 3 - Third Party,THRID-PARTY,jackson-databind-2.8.8.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])jackson\-databind([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,JSON Binding,Dual-runtime: upgrade Jackson to 2.15+ (Java 8 compatible) and keep modules aligned; validate on JDK 21.,Upgrade,Upgrade jackson-* modules together; run regression tests.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Jackson,,,\bjackson\-databind(?:-[\w\.-]+)?\.jar\b
252,Set 3 - Third Party,THRID-PARTY,jakarta-oro.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])jakarta\-oro([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\bjakarta\-oro(?:-[\w\.-]+)?\.jar\b
253,Set 3 - Third Party,THRID-PARTY,javacsv.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])javacsv([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\bjavacsv(?:-[\w\.-]+)?\.jar\b
254,Set 3 - Third Party,THRID-PARTY,javase-3.4.1.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])javase([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\bjavase[-_](?:[\w\.-]+)?\.jar\b
255,Set 3 - Third Party,THRID-PARTY,jaxen-core.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])jaxen\-core([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\bjaxen\-core(?:-[\w\.-]+)?\.jar\b
256,Set 3 - Third Party,THRID-PARTY,jaxen-jdom.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])jaxen\-jdom([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\bjaxen\-jdom(?:-[\w\.-]+)?\.jar\b
257,Set 3 - Third Party,THRID-PARTY,jcommon-0.9.5.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])jcommon([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\bjcommon[-_](?:[\w\.-]+)?\.jar\b
258,Set 3 - Third Party,THRID-PARTY,jcprov.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])jcprov([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Crypto Providers,Dual-runtime: upgrade crypto providers to Java-8-baseline releases and validate provider configuration on JDK 8 and JDK 21.,Upgrade,Upgrade provider jars; validate provider order/FIPS/TLS.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Crypto,,,\bjcprov(?:-[\w\.-]+)?\.jar\b
259,Set 3 - Third Party,THRID-PARTY,jcraft.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])jcraft([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\bjcraft(?:-[\w\.-]+)?\.jar\b
260,Set 3 - Third Party,THRID-PARTY,jdom.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])jdom([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review;POM,,,"(?:\bjdom(?:-[\w\.-]+)?\.jar\b)|(?i)(?:<\s*groupId\s*>\s*org\.jdom\s*<\s*/\s*groupId\s*>[\s\S]{0,300}?<\s*artifactId\s*>\s*jdom\s*<\s*/\s*artifactId\s*>|<\s*artifactId\s*>\s*jdom\s*<\s*/\s*artifactId\s*>|\borg\.jdom\s*:\s*jdom\b|\bjdom\b)"
261,Set 3 - Third Party,THRID-PARTY,jfreechart-0.9.20.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])jfreechart([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\bjfreechart[-_](?:[\w\.-]+)?\.jar\b
262,Set 3 - Third Party,THRID-PARTY,jftp.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])jftp([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\bjftp(?:-[\w\.-]+)?\.jar\b
263,Set 3 - Third Party,THRID-PARTY,json.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])json([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\bjson(?:-[\w\.-]+)?\.jar\b
264,Set 3 - Third Party,THRID-PARTY,jt400.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])jt400([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\bjt400(?:-[\w\.-]+)?\.jar\b
265,Set 3 - Third Party,THRID-PARTY,junit.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])junit([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\bjunit(?:-[\w\.-]+)?\.jar\b
266,Set 3 - Third Party,THRID-PARTY,jxl.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])jxl([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\bjxl(?:-[\w\.-]+)?\.jar\b
267,Set 3 - Third Party,THRID-PARTY,log4j-1.2.5.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])log4j([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),High,Security/EOL,Dual-runtime: remove Log4j 1.x and use Log4j 2.17.x (Java 8+) or SLF4J+Logback; ensure only one backend on classpath.,Migrate,"Replace log4j-1.x jar, update config, retest logging.",High,1.5,Yes,Yes,Safe,Yes,No,Dual-Log4jMigration,,,\blog4j(?:-[\w\.-]+)?\.jar\b
268,Set 3 - Third Party,THRID-PARTY,log4j-api-2.17.1.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])log4j\-api([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Low,Logging Backend,Keep Log4j2; ensure api/core versions aligned and no Log4j 1.x remains.,No-Change/Align,Validate consistent Log4j2 version and configuration.,Low,0.25,Yes,Yes,Safe,Yes,No,Dual-Log4j2,,,\blog4j(?:-[\w\.-]+)?\.jar\b
269,Set 3 - Third Party,THRID-PARTY,log4j-core-2.17.1.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])log4j\-core([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Low,Logging Backend,Keep Log4j2; ensure api/core versions aligned and no Log4j 1.x remains.,No-Change/Align,Validate consistent Log4j2 version and configuration.,Low,0.25,Yes,Yes,Safe,Yes,No,Dual-Log4j2,,,\blog4j(?:-[\w\.-]+)?\.jar\b
270,Set 3 - Third Party,THRID-PARTY,not-yet-commons-ssl-0.3.10.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])not\-yet\-commons\-ssl([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Pre-Release/Alpha,Dual-runtime: replace alpha/beta/snapshot libraries with stable maintained releases that support Java 8; validate on JDK 21.,Replace,Upgrade to stable release; verify runtime and security.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Replace-PreRelease,,,\bnot\-yet\-commons\-ssl[-_](?:[\w\.-]+)?\.jar\b
271,Set 3 - Third Party,THRID-PARTY,oc4j.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])oc4j([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),High,App Server EOL,"OC4J is obsolete; move runtime to a supported javax.* container (e.g., Tomcat 9) to keep dual-runtime compatibility.",Replace,Remove OC4J-specific libs and migrate deployment; validate on JDK 8 and JDK 21.,High,3.0,Yes,No,Requires Migration,No,No,Dual-AppServerMigration,,,\boc4j(?:-[\w\.-]+)?\.jar\b
272,Set 3 - Third Party,THRID-PARTY,oc4jclient.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])oc4jclient([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),High,App Server EOL,"OC4J is obsolete; move runtime to a supported javax.* container (e.g., Tomcat 9) to keep dual-runtime compatibility.",Replace,Remove OC4J-specific libs and migrate deployment; validate on JDK 8 and JDK 21.,High,3.0,Yes,No,Requires Migration,No,No,Dual-AppServerMigration,,,\boc4jclient(?:-[\w\.-]+)?\.jar\b
273,Set 3 - Third Party,THRID-PARTY,odmg-3.0.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])odmg([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\bodmg[-_](?:[\w\.-]+)?\.jar\b
274,Set 3 - Third Party,THRID-PARTY,ojdbc14.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])ojdbc14([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),High,Driver Upgrade,Dual-runtime: replace old Oracle JDBC jars with ojdbc8 (Java 8 baseline) and validate on JDK 21; avoid ojdbc11 if JDK 8 runtime must remain supported.,Upgrade,Replace driver jar; validate TLS/timezone/NLS on both runtimes.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-JDBC-Upgrade,,,\bojdbc(?:[\.-]?\d[\w\.-]*)?\.jar\b|\bclasses12\.jar\b
275,Set 3 - Third Party,THRID-PARTY,ojdbc6.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])ojdbc6([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Driver Upgrade,Dual-runtime: replace old Oracle JDBC jars with ojdbc8 (Java 8 baseline) and validate on JDK 21; avoid ojdbc11 if JDK 8 runtime must remain supported.,Upgrade,Replace driver jar; validate TLS/timezone/NLS on both runtimes.,Medium,0.75,Yes,Yes,Safe,Yes,No,Dual-JDBC-Upgrade,,,\bojdbc(?:[\.-]?\d[\w\.-]*)?\.jar\b|\bclasses12\.jar\b
276,Set 3 - Third Party,THRID-PARTY,oreilly_upload.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])oreilly_upload([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\boreilly_upload(?:-[\w\.-]+)?\.jar\b
277,Set 3 - Third Party,THRID-PARTY,poi-3.8-20120326.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])poi([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\bpoi(?:-[\w\.-]+)?\.jar\b
278,Set 3 - Third Party,THRID-PARTY,poi-ooxml-3.8-20120326.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])poi\-ooxml([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\bpoi-ooxml(?:-[\w\.-]+)?\.jar\b
279,Set 3 - Third Party,THRID-PARTY,poi-ooxml-schemas-3.8-20120326.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])poi\-ooxml\-schemas([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\bpoi-ooxml-schemas(?:-[\w\.-]+)?\.jar\b
280,Set 3 - Third Party,THRID-PARTY,providerutil.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])providerutil([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Crypto Providers,Dual-runtime: upgrade crypto providers to Java-8-baseline releases and validate provider configuration on JDK 8 and JDK 21.,Upgrade,Upgrade provider jars; validate provider order/FIPS/TLS.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Crypto,,,\bproviderutil(?:-[\w\.-]+)?\.jar\b
281,Set 3 - Third Party,THRID-PARTY,quartz.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])quartz([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\bquartz(?:-[\w\.-]+)?\.jar\b
282,Set 3 - Third Party,THRID-PARTY,saxpath.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])saxpath([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\bsaxpath(?:-[\w\.-]+)?\.jar\b
283,Set 3 - Third Party,THRID-PARTY,serializer.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])serializer([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,XML Parser/XSLT,Dual-runtime: remove/upgrade bundled legacy XML parser/XSLT jars; prefer JDK JAXP; validate on JDK 8 and JDK 21.,Replace/Remove,Remove redundant jars unless required; upgrade if needed; re-test.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-XML-Align,,,\bserializer(?:-[\w\.-]+)?\.jar\b
284,Set 3 - Third Party,THRID-PARTY,slf4j-api-1.7.30.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])slf4j\-api([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Low,Logging Facade,Keep SLF4J API; ensure only one binding is present.,No-Change/Align,Remove duplicate bindings; validate logging output.,Low,0.25,Yes,Yes,Safe,Yes,No,Dual-SLF4J,,,\bslf4j-[a-z]+(?:-[\w\.-]+)?\.jar\b
285,Set 3 - Third Party,THRID-PARTY,slf4j-simple-1.7.21.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])slf4j\-simple([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Low,Logging Facade,Keep SLF4J API; ensure only one binding is present.,No-Change/Align,Remove duplicate bindings; validate logging output.,Low,0.25,Yes,Yes,Safe,Yes,No,Dual-SLF4J,,,\bslf4j-[a-z]+(?:-[\w\.-]+)?\.jar\b
286,Set 3 - Third Party,THRID-PARTY,spring-aop.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])spring\-aop([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Framework Old Version,Dual-runtime: move to Spring Framework 5.3.x line (Java 8 baseline) via Maven/Gradle BOM; avoid Spring 6/Jakarta-only.,Upgrade,Adopt dependency management; upgrade Spring to 5.3.x; re-test on both runtimes.,Medium,2.0,Yes,Yes,Safe,Yes,No,Dual-Spring53,,,\bspring-(?:aop|beans|context|core|expression|web|webmvc)(?:-[\w\.-]+)?\.jar\b
